Kreis; Gemeindeschluessel; Gemeindename; Gemarkungsschluessel; Gemarkungsname; Aktualitaet
Landkreis Meißen; 14627270; Stadt Strehla; 7185; Görzig; aktuell
Landkreis Meißen; 14627270; Stadt Strehla; 7186; Großrügeln; aktuell
Landkreis Meißen; 14627270; Stadt Strehla; 7187; Kleinrügeln; aktuell
Landkreis Meißen; 14627270; Stadt Strehla; 7188; Trebnitz; aktuell
Landkreis Meißen; 14627270; Stadt Strehla; 7189; Forberge; aktuell
Landkreis Meißen; 14627270; Stadt Strehla; 7190; Oppitzsch; aktuell
Landkreis Meißen; 14627270; Stadt Strehla; 7191; Unterreußen; aktuell
Landkreis Meißen; 14627260; Stauchitz; 7104; Bloßwitz; aktuell
Landkreis Meißen; 14627260; Stauchitz; 7105; Grubnitz; aktuell
Landkreis Meißen; 14627260; Stauchitz; 7106; Hahnefeld; aktuell
Landkreis Meißen; 14627260; Stauchitz; 7107; Ragewitz; aktuell
Landkreis Meißen; 14627260; Stauchitz; 7151; Plotitz; aktuell
Landkreis Meißen; 14627260; Stauchitz; 7152; Panitz; aktuell
Landkreis Meißen; 14627260; Stauchitz; 7153; Stösitz; aktuell
Landkreis Meißen; 14627260; Stauchitz; 7169; Seerhausen; aktuell
Landkreis Meißen; 14627260; Stauchitz; 7170; Groptitz; aktuell
Landkreis Meißen; 14627260; Stauchitz; 7171; Kalbitz; aktuell
Landkreis Meißen; 14627260; Stauchitz; 7173; Staucha; aktuell
Landkreis Meißen; 14627260; Stauchitz; 7174; Dobernitz; aktuell
Landkreis Meißen; 14627260; Stauchitz; 7175; Dösitz; aktuell
Landkreis Meißen; 14627260; Stauchitz; 7176; Gleina; aktuell
Landkreis Meißen; 14627260; Stauchitz; 7177; Ibanitz; aktuell
Landkreis Meißen; 14627260; Stauchitz; 7178; Pöhsig; aktuell
Landkreis Meißen; 14627260; Stauchitz; 7179; Prositz; aktuell
Landkreis Meißen; 14627260; Stauchitz; 7180; Steudten; aktuell
Landkreis Meißen; 14627260; Stauchitz; 7181; Treben; aktuell
Landkreis Meißen; 14627260; Stauchitz; 7182; Wilschwitz; aktuell
Landkreis Meißen; 14627260; Stauchitz; 7183; Stauchitz; aktuell
Landkreis Meißen; 14627290; Thiendorf; 4414; Dobra; aktuell
Landkreis Meißen; 14627290; Thiendorf; 4415; Zschorna; aktuell
Landkreis Meißen; 14627290; Thiendorf; 4430; Kleinnaundorf; aktuell
Landkreis Meißen; 14627290; Thiendorf; 4431; Würschnitz; aktuell
Landkreis Meißen; 14627290; Thiendorf; 4448; Lüttichau; aktuell
Landkreis Meißen; 14627290; Thiendorf; 4449; Naundorf b. Ortrand; aktuell
Landkreis Meißen; 14627290; Thiendorf; 4450; Ponickau; aktuell
Landkreis Meißen; 14627290; Thiendorf; 4460; Sacka; aktuell
Landkreis Meißen; 14627290; Thiendorf; 4461; Stölpchen; aktuell
Landkreis Meißen; 14627290; Thiendorf; 4473; Tauscha; aktuell
Landkreis Meißen; 14627290; Thiendorf; 4474; Lötzschen; aktuell
Landkreis Meißen; 14627290; Thiendorf; 4475; Thiendorf; aktuell
Landkreis Meißen; 14627290; Thiendorf; 4476; Welxande; aktuell
Landkreis Meißen; 14627310; Weinböhla; 6104; Weinböhla; aktuell
Landkreis Meißen; 14627340; Wülknitz; 7133; Lichtensee; aktuell
Landkreis Meißen; 14627340; Wülknitz; 7150; Peritz; aktuell
Landkreis Meißen; 14627340; Wülknitz; 7192; Streumen; aktuell
Landkreis Meißen; 14627340; Wülknitz; 7194; Wülknitz; aktuell
Landkreis Meißen; 14627360; Zeithain; 7108; Bobersen; aktuell
Landkreis Meißen; 14627360; Zeithain; 7109; Lessa; aktuell
Landkreis Meißen; 14627360; Zeithain; 7120; Gohlis; aktuell
Landkreis Meißen; 14627360; Zeithain; 7126; Jacobsthal; aktuell
Landkreis Meißen; 14627360; Zeithain; 7127; Fichtenberger-Rustelmark; aktuell
Landkreis Meißen; 14627360; Zeithain; 7128; Kleintrebnitz; aktuell
Landkreis Meißen; 14627360; Zeithain; 7131; Kreinitz; aktuell
Landkreis Meißen; 14627360; Zeithain; 7134; Lorenzkirch; aktuell
Landkreis Meißen; 14627360; Zeithain; 7135; Kottewitz; aktuell
Landkreis Meißen; 14627360; Zeithain; 7136; Zschepa; aktuell
Landkreis Meißen; 14627360; Zeithain; 7167; Röderau; aktuell
Landkreis Meißen; 14627360; Zeithain; 7168; Moritz; aktuell
Landkreis Meißen; 14627360; Zeithain; 7195; Zeithain; aktuell
Landkreis Meißen; 14627360; Zeithain; 7196; Neudorf; aktuell
Landkreis Mittelsachsen; 14522010; Altmittweida; 4501; Altmittweida; aktuell
Landkreis Mittelsachsen; 14522035; Bobritzsch-Hilbersdorf; 3616; Hilbersdorf; aktuell
Landkreis Mittelsachsen; 14522035; Bobritzsch-Hilbersdorf; 3624; Naundorf; aktuell
Landkreis Mittelsachsen; 14522035; Bobritzsch-Hilbersdorf; 3627; Niederbobritzsch; aktuell
Landkreis Mittelsachsen; 14522035; Bobritzsch-Hilbersdorf; 3630; Oberbobritzsch; aktuell
Landkreis Mittelsachsen; 14522035; Bobritzsch-Hilbersdorf; 3631; Sohra; aktuell
Landkreis Mittelsachsen; 14522070; Claußnitz; 2110; Claußnitz; aktuell
Landkreis Mittelsachsen; 14522070; Claußnitz; 2111; Röllingshain; aktuell
Landkreis Mittelsachsen; 14522070; Claußnitz; 2112; Diethensdorf; aktuell
Landkreis Mittelsachsen; 14522070; Claußnitz; 2130; Markersdorf; aktuell
Landkreis Mittelsachsen; 14522090; Dorfchemnitz; 2010; Dorfchemnitz; aktuell
Landkreis Mittelsachsen; 14522090; Dorfchemnitz; 2031; Voigtsdorf; aktuell
Landkreis Mittelsachsen; 14522110; Eppendorf; 3508; Eppendorf; aktuell
Landkreis Mittelsachsen; 14522110; Eppendorf; 3519; Großwaltersdorf; aktuell
Landkreis Mittelsachsen; 14522110; Eppendorf; 3526; Kleinhartmannsdorf; aktuell
Landkreis Mittelsachsen; 14522120; Erlau; 4503; Beerwalde; aktuell
Landkreis Mittelsachsen; 14522120; Erlau; 7209; Niedercrossen; aktuell
Landkreis Mittelsachsen; 14522120; Erlau; 7210; Obercrossen; aktuell
Landkreis Mittelsachsen; 14522120; Erlau; 7213; Erlau; aktuell
Landkreis Mittelsachsen; 14522120; Erlau; 7252; Gepülzig; aktuell
Landkreis Mittelsachsen; 14522120; Erlau; 7253; Großmilkau; aktuell
Landkreis Mittelsachsen; 14522120; Erlau; 7254; Kleinmilkau; aktuell
Landkreis Mittelsachsen; 14522120; Erlau; 7255; Naundorf; aktuell
Landkreis Mittelsachsen; 14522120; Erlau; 7256; Schönfeld; aktuell
Landkreis Mittelsachsen; 14522120; Erlau; 7272; Sachsendorf; aktuell
Landkreis Mittelsachsen; 14522120; Erlau; 7273; Theesdorf; aktuell
Landkreis Mittelsachsen; 14522120; Erlau; 7277; Schweikershain; aktuell
Landkreis Mittelsachsen; 14522200; Großhartmannsdorf; 2014; Großhartmannsdorf; aktuell
Landkreis Mittelsachsen; 14522200; Großhartmannsdorf; 2020; Mittelsaida; aktuell
Landkreis Mittelsachsen; 14522200; Großhartmannsdorf; 2025; Obersaida; aktuell
Landkreis Mittelsachsen; 14522200; Großhartmannsdorf; 5829; Niedersaida; aktuell
Landkreis Mittelsachsen; 14522220; Großweitzschen; 2848; Gallschütz; aktuell
Landkreis Mittelsachsen; 14522220; Großweitzschen; 2849; Göldnitz; aktuell
Landkreis Mittelsachsen; 14522220; Großweitzschen; 2850; Graumnitz; aktuell
Landkreis Mittelsachsen; 14522220; Großweitzschen; 2851; Strocken; aktuell
Landkreis Mittelsachsen; 14522220; Großweitzschen; 2852; Wollsdorf; aktuell
Landkreis Mittelsachsen; 14522220; Großweitzschen; 2865; Großweitzschen; aktuell
Landkreis Mittelsachsen; 14522220; Großweitzschen; 2866; Bennewitz; aktuell
Landkreis Mittelsachsen; 14522220; Großweitzschen; 2867; Eichardt; aktuell
Landkreis Mittelsachsen; 14522220; Großweitzschen; 2868; Höckendorf; aktuell
Landkreis Mittelsachsen; 14522220; Großweitzschen; 2869; Kleinweitzschen; aktuell
Landkreis Mittelsachsen; 14522220; Großweitzschen; 2870; Zaschwitz; aktuell
Landkreis Mittelsachsen; 14522220; Großweitzschen; 2917; Mockritz; aktuell
Landkreis Mittelsachsen; 14522220; Großweitzschen; 2918; Döschütz; aktuell
Landkreis Mittelsachsen; 14522220; Großweitzschen; 2919; Gadewitz; aktuell
Landkreis Mittelsachsen; 14522220; Großweitzschen; 2920; Jeßnitz; aktuell
Landkreis Mittelsachsen; 14522220; Großweitzschen; 2921; Niederranschütz; aktuell
Landkreis Mittelsachsen; 14522220; Großweitzschen; 2922; Obergoseln; aktuell
Landkreis Mittelsachsen; 14522220; Großweitzschen; 2923; Redemitz; aktuell
Landkreis Mittelsachsen; 14522220; Großweitzschen; 2924; Strölla; aktuell
Landkreis Mittelsachsen; 14522220; Großweitzschen; 2925; Tronitz; aktuell
Landkreis Mittelsachsen; 14522220; Großweitzschen; 2926; Zschepplitz; aktuell
Landkreis Mittelsachsen; 14522220; Großweitzschen; 2927; Zschörnewitz; aktuell
Landkreis Mittelsachsen; 14522220; Großweitzschen; 2987; Westewitz; aktuell
Landkreis Mittelsachsen; 14522240; Halsbrücke; 3604; Conradsdorf; aktuell
Landkreis Mittelsachsen; 14522240; Halsbrücke; 3605; Falkenberg; aktuell
Landkreis Mittelsachsen; 14522240; Halsbrücke; 3606; Tuttendorf; aktuell
Landkreis Mittelsachsen; 14522240; Halsbrücke; 3614; Halsbrücke; aktuell
Landkreis Mittelsachsen; 14522240; Halsbrücke; 3615; Hetzdorf; aktuell
Landkreis Mittelsachsen; 14522240; Halsbrücke; 3622; Krummenhennersdorf; aktuell
Landkreis Mittelsachsen; 14522240; Halsbrücke; 3628; Niederschöna; aktuell
Landkreis Mittelsachsen; 14522240; Halsbrücke; 3629; Oberschaar; aktuell
Landkreis Mittelsachsen; 14522260; Hartmannsdorf; 2119; Hartmannsdorf; aktuell
Landkreis Mittelsachsen; 14522280; Königsfeld; 7235; Königsfeld; aktuell
Landkreis Mittelsachsen; 14522280; Königsfeld; 7236; Doberenz; aktuell
Landkreis Mittelsachsen; 14522280; Königsfeld; 7237; Weißbach; aktuell
Landkreis Mittelsachsen; 14522280; Königsfeld; 7239; Köttwitzsch; aktuell
Landkreis Mittelsachsen; 14522280; Königsfeld; 7240; Stollsdorf; aktuell
Landkreis Mittelsachsen; 14522280; Königsfeld; 7246; Leutenhain; aktuell
Landkreis Mittelsachsen; 14522280; Königsfeld; 7247; Leupahn; aktuell
Landkreis Mittelsachsen; 14522280; Königsfeld; 7274; Schwarzbach; aktuell
Landkreis Mittelsachsen; 14522280; Königsfeld; 7275; Seupahn; aktuell
Landkreis Mittelsachsen; 14522280; Königsfeld; 7276; Weiditz; aktuell
Landkreis Mittelsachsen; 14522290; Königshain-Wiederau; 7238; Königshain; aktuell
Landkreis Mittelsachsen; 14522290; Königshain-Wiederau; 7287; Stein; aktuell
Landkreis Mittelsachsen; 14522290; Königshain-Wiederau; 7299; Topfseifersdorf; aktuell
Landkreis Mittelsachsen; 14522290; Königshain-Wiederau; 7302; Wiederau; aktuell
Landkreis Mittelsachsen; 14522300; Kriebstein; 4512; Ehrenberg; aktuell
Landkreis Mittelsachsen; 14522300; Kriebstein; 4513; Erlebach; aktuell
Landkreis Mittelsachsen; 14522300; Kriebstein; 4524; Grünlichtenberg; aktuell
Landkreis Mittelsachsen; 14522300; Kriebstein; 4530; Höckendorf; aktuell
Landkreis Mittelsachsen; 14522300; Kriebstein; 4531; Höfchen; aktuell
Landkreis Mittelsachsen; 14522300; Kriebstein; 4532; Kriebstein; aktuell
Landkreis Mittelsachsen; 14522300; Kriebstein; 4534; Kriebethal; aktuell
Landkreis Mittelsachsen; 14522300; Kriebstein; 4553; Reichenbach; aktuell
Landkreis Mittelsachsen; 14522320; Leubsdorf; 3523; Hohenfichte; aktuell
Landkreis Mittelsachsen; 14522320; Leubsdorf; 3524; Metzdorf; aktuell
Landkreis Mittelsachsen; 14522320; Leubsdorf; 3527; Leubsdorf; aktuell
Landkreis Mittelsachsen; 14522320; Leubsdorf; 3529; Marbach; aktuell
Landkreis Mittelsachsen; 14522320; Leubsdorf; 3538; Schellenberg; aktuell
Landkreis Mittelsachsen; 14522330; Lichtenau; 2102; Auerswalde; aktuell
Landkreis Mittelsachsen; 14522330; Lichtenau; 2117; Garnsdorf; aktuell
Landkreis Mittelsachsen; 14522330; Lichtenau; 2138; Niederlichtenau; aktuell
Landkreis Mittelsachsen; 14522330; Lichtenau; 2139; Merzdorf; aktuell
Landkreis Mittelsachsen; 14522330; Lichtenau; 2140; Oberlichtenau; aktuell
Landkreis Mittelsachsen; 14522330; Lichtenau; 4535; Krumbach; aktuell
Landkreis Mittelsachsen; 14522330; Lichtenau; 4536; Biensdorf; aktuell
Landkreis Mittelsachsen; 14522330; Lichtenau; 4550; Ottendorf; aktuell
Landkreis Mittelsachsen; 14522340; Lichtenberg/Erzgeb.; 2019; Lichtenberg; aktuell
Landkreis Mittelsachsen; 14522340; Lichtenberg/Erzgeb.; 2032; Weigmannsdorf; aktuell
Landkreis Mittelsachsen; 14522340; Lichtenberg/Erzgeb.; 2033; Müdisdorf; aktuell
Landkreis Mittelsachsen; 14522380; Mühlau; 2133; Mühlau; aktuell
Landkreis Mittelsachsen; 14522390; Mulda/Sa.; 2015; Helbigsdorf; aktuell
Landkreis Mittelsachsen; 14522390; Mulda/Sa.; 2021; Mulda; aktuell
Landkreis Mittelsachsen; 14522390; Mulda/Sa.; 2022; Randeck; aktuell
Landkreis Mittelsachsen; 14522390; Mulda/Sa.; 2034; Zethau; aktuell
Landkreis Mittelsachsen; 14522400; Neuhausen/Erzgeb.; 2005; Cämmerswalde; aktuell
Landkreis Mittelsachsen; 14522400; Neuhausen/Erzgeb.; 2006; Neuwernsdorf; aktuell
Landkreis Mittelsachsen; 14522400; Neuhausen/Erzgeb.; 2007; Rauschenbach; aktuell
Landkreis Mittelsachsen; 14522400; Neuhausen/Erzgeb.; 5826; Neuhausen; aktuell
Landkreis Mittelsachsen; 14522400; Neuhausen/Erzgeb.; 5827; Dittersbach; aktuell
Landkreis Mittelsachsen; 14522420; Niederwiesa; 3504; Braunsdorf; aktuell
Landkreis Mittelsachsen; 14522420; Niederwiesa; 3528; Lichtenwalde; aktuell
Landkreis Mittelsachsen; 14522420; Niederwiesa; 3533; Niederwiesa; aktuell
Landkreis Mittelsachsen; 14522420; Niederwiesa; 3534; Oberwiesa; aktuell
Landkreis Mittelsachsen; 14522430; Oberschöna; 3603; Bräunsdorf; aktuell
Landkreis Mittelsachsen; 14522430; Oberschöna; 3619; Kleinschirma; aktuell
Landkreis Mittelsachsen; 14522430; Oberschöna; 3623; Langhennersdorf; aktuell
Landkreis Mittelsachsen; 14522430; Oberschöna; 3633; Oberschöna; aktuell
Landkreis Mittelsachsen; 14522430; Oberschöna; 3634; Wegefarth; aktuell
Landkreis Mittelsachsen; 14522450; Ostrau; 2801; Auerschütz; aktuell
Landkreis Mittelsachsen; 14522450; Ostrau; 2802; Delmschütz; aktuell
Landkreis Mittelsachsen; 14522450; Ostrau; 2803; Gaschütz; aktuell
Landkreis Mittelsachsen; 14522450; Ostrau; 2804; Niederlützschera; aktuell
Landkreis Mittelsachsen; 14522450; Ostrau; 2805; Oberlützschera; aktuell
Landkreis Mittelsachsen; 14522450; Ostrau; 2880; Binnewitz; aktuell
Landkreis Mittelsachsen; 14522450; Ostrau; 2881; Clanzschwitz; aktuell
Landkreis Mittelsachsen; 14522450; Ostrau; 2882; Jahna; aktuell
Landkreis Mittelsachsen; 14522450; Ostrau; 2883; Pulsitz; aktuell
Landkreis Mittelsachsen; 14522450; Ostrau; 2884; Schmorren; aktuell
Landkreis Mittelsachsen; 14522450; Ostrau; 2885; Kiebitz; aktuell
Landkreis Mittelsachsen; 14522450; Ostrau; 2886; Obersteina; aktuell
Landkreis Mittelsachsen; 14522450; Ostrau; 2887; Töllschütz; aktuell
Landkreis Mittelsachsen; 14522450; Ostrau; 2938; Noschkowitz; aktuell
Landkreis Mittelsachsen; 14522450; Ostrau; 2939; Kattnitz; aktuell
Landkreis Mittelsachsen; 14522450; Ostrau; 2940; Rittmitz; aktuell
Landkreis Mittelsachsen; 14522450; Ostrau; 2941; Schlagwitz; aktuell
Landkreis Mittelsachsen; 14522450; Ostrau; 2942; Ostrau; aktuell
Landkreis Mittelsachsen; 14522450; Ostrau; 2943; Beutig; aktuell
Landkreis Mittelsachsen; 14522450; Ostrau; 2944; Merschütz; aktuell
Landkreis Mittelsachsen; 14522450; Ostrau; 2945; Münchhof; aktuell
Landkreis Mittelsachsen; 14522450; Ostrau; 2946; Trebanitz; aktuell
Landkreis Mittelsachsen; 14522450; Ostrau; 2947; Wutzschwitz; aktuell
Landkreis Mittelsachsen; 14522450; Ostrau; 2948; Zschochau; aktuell
Landkreis Mittelsachsen; 14522450; Ostrau; 2965; Schrebitz; aktuell
Landkreis Mittelsachsen; 14522450; Ostrau; 2966; Däbritz; aktuell
Landkreis Mittelsachsen; 14522450; Ostrau; 2967; Döhlen; aktuell
Landkreis Mittelsachsen; 14522450; Ostrau; 2968; Görlitz; aktuell
Landkreis Mittelsachsen; 14522450; Ostrau; 2969; Sömnitz; aktuell
Landkreis Mittelsachsen; 14522470; Rechenberg-Bienenmühle; 2008; Clausnitz; aktuell
Landkreis Mittelsachsen; 14522470; Rechenberg-Bienenmühle; 2016; Holzhau; aktuell
Landkreis Mittelsachsen; 14522470; Rechenberg-Bienenmühle; 2026; Rechenberg-Bienenmühle; aktuell
Landkreis Mittelsachsen; 14522480; Reinsberg; 3601; Bieberstein; aktuell
Landkreis Mittelsachsen; 14522480; Reinsberg; 3602; Burkersdorf; aktuell
Landkreis Mittelsachsen; 14522480; Reinsberg; 3607; Dittmannsdorf; aktuell
Landkreis Mittelsachsen; 14522480; Reinsberg; 3617; Hirschfeld; aktuell
Landkreis Mittelsachsen; 14522480; Reinsberg; 3625; Neukirchen; aktuell
Landkreis Mittelsachsen; 14522480; Reinsberg; 3626; Steinbach; aktuell
Landkreis Mittelsachsen; 14522480; Reinsberg; 3636; Niederreinsberg; aktuell
Landkreis Mittelsachsen; 14522480; Reinsberg; 3637; Oberreinsberg; aktuell
Landkreis Mittelsachsen; 14522500; Rossau; 4523; Greifendorf; aktuell
Landkreis Mittelsachsen; 14522500; Rossau; 4529; Hermsdorf; aktuell
Landkreis Mittelsachsen; 14522500; Rossau; 4548; Moosheim; aktuell
Landkreis Mittelsachsen; 14522500; Rossau; 4558; Niederrossau; aktuell
Landkreis Mittelsachsen; 14522500; Rossau; 4559; Oberrossau; aktuell
Landkreis Mittelsachsen; 14522500; Rossau; 4560; Weinsdorf; aktuell
Landkreis Mittelsachsen; 14522500; Rossau; 4563; Schönborn-Dreiwerden; aktuell
Landkreis Mittelsachsen; 14522500; Rossau; 4564; Seifersbach; aktuell
Landkreis Mittelsachsen; 14522530; Seelitz; 7241; Kolkau; aktuell
Landkreis Mittelsachsen; 14522530; Seelitz; 7242; Beedeln; aktuell
Landkreis Mittelsachsen; 14522530; Seelitz; 7243; Bernsdorf; aktuell
Landkreis Mittelsachsen; 14522530; Seelitz; 7278; Seelitz; aktuell
Landkreis Mittelsachsen; 14522530; Seelitz; 7279; Gröblitz; aktuell
Landkreis Mittelsachsen; 14522530; Seelitz; 7280; Gröbschütz; aktuell
Landkreis Mittelsachsen; 14522530; Seelitz; 7281; Neutaubenheim; aktuell
Landkreis Mittelsachsen; 14522530; Seelitz; 7282; Pürsten; aktuell
Landkreis Mittelsachsen; 14522530; Seelitz; 7283; Zschauitz; aktuell
Landkreis Mittelsachsen; 14522530; Seelitz; 7284; Spernsdorf; aktuell
Landkreis Mittelsachsen; 14522530; Seelitz; 7285; Köttern; aktuell
Landkreis Mittelsachsen; 14522530; Seelitz; 7286; Zschaagwitz; aktuell
Landkreis Mittelsachsen; 14522530; Seelitz; 7288; Steudten; aktuell
Landkreis Mittelsachsen; 14522530; Seelitz; 7289; Biesern; aktuell
Landkreis Mittelsachsen; 14522530; Seelitz; 7290; Fischheim; aktuell
Landkreis Mittelsachsen; 14522530; Seelitz; 7291; Seebitzschen; aktuell
Landkreis Mittelsachsen; 14522530; Seelitz; 7292; Sörnzig; aktuell
Landkreis Mittelsachsen; 14522530; Seelitz; 7294; Zöllnitz; aktuell
Landkreis Mittelsachsen; 14522530; Seelitz; 7303; Zetteritz; aktuell
Landkreis Mittelsachsen; 14522530; Seelitz; 7304; Großstädten; aktuell
Landkreis Mittelsachsen; 14522530; Seelitz; 7305; Kleinstädten; aktuell
Landkreis Mittelsachsen; 14522530; Seelitz; 7314; Winkeln; aktuell
Landkreis Mittelsachsen; 14522020; Stadt Augustusburg; 3502; Augustusburg; aktuell
Landkreis Mittelsachsen; 14522020; Stadt Augustusburg; 3509; Erdmannsdorf; aktuell
Landkreis Mittelsachsen; 14522020; Stadt Augustusburg; 3510; Kunnersdorf; aktuell
Landkreis Mittelsachsen; 14522020; Stadt Augustusburg; 3520; Grünberg; aktuell
Landkreis Mittelsachsen; 14522020; Stadt Augustusburg; 3522; Hennersdorf; aktuell
Landkreis Mittelsachsen; 14522050; Stadt Brand-Erbisdorf; 2002; Brand; aktuell
Landkreis Mittelsachsen; 14522050; Stadt Brand-Erbisdorf; 2003; Erbisdorf; aktuell
Landkreis Mittelsachsen; 14522050; Stadt Brand-Erbisdorf; 2017; Langenau; aktuell
Landkreis Mittelsachsen; 14522050; Stadt Brand-Erbisdorf; 2018; Gränitz; aktuell
Landkreis Mittelsachsen; 14522050; Stadt Brand-Erbisdorf; 2024; Oberreichenbach; aktuell
Landkreis Mittelsachsen; 14522050; Stadt Brand-Erbisdorf; 2027; St. Michaelis; aktuell
Landkreis Mittelsachsen; 14522050; Stadt Brand-Erbisdorf; 2028; Linda; aktuell
Landkreis Mittelsachsen; 14522060; Stadt Burgstädt; 2104; Burgstädt; aktuell
Landkreis Mittelsachsen; 14522060; Stadt Burgstädt; 2105; Burkersdorf; aktuell
Landkreis Mittelsachsen; 14522060; Stadt Burgstädt; 2106; Göppersdorf; aktuell
Landkreis Mittelsachsen; 14522060; Stadt Burgstädt; 2107; Heiersdorf; aktuell
Landkreis Mittelsachsen; 14522060; Stadt Burgstädt; 2108; Helsdorf; aktuell
Landkreis Mittelsachsen; 14522060; Stadt Burgstädt; 2132; Mohsdorf; aktuell
Landkreis Mittelsachsen; 14522080; Stadt Döbeln; 2806; Beicha; aktuell
Landkreis Mittelsachsen; 14522080; Stadt Döbeln; 2807; Gödelitz; aktuell
Landkreis Mittelsachsen; 14522080; Stadt Döbeln; 2808; Meila; aktuell
Landkreis Mittelsachsen; 14522080; Stadt Döbeln; 2809; Nelkanitz; aktuell
Landkreis Mittelsachsen; 14522080; Stadt Döbeln; 2810; Schweimnitz; aktuell
Landkreis Mittelsachsen; 14522080; Stadt Döbeln; 2822; Choren; aktuell
Landkreis Mittelsachsen; 14522080; Stadt Döbeln; 2823; Gertitzsch; aktuell
Landkreis Mittelsachsen; 14522080; Stadt Döbeln; 2824; Niedertoppschädel; aktuell
Landkreis Mittelsachsen; 14522080; Stadt Döbeln; 2825; Döbeln; aktuell
Landkreis Mittelsachsen; 14522080; Stadt Döbeln; 2826; Bormitz; aktuell
Landkreis Mittelsachsen; 14522080; Stadt Döbeln; 2827; Gärtitz; aktuell
Landkreis Mittelsachsen; 14522080; Stadt Döbeln; 2828; Greußnig; aktuell
Landkreis Mittelsachsen; 14522080; Stadt Döbeln; 2829; Großbauchlitz; aktuell
Landkreis Mittelsachsen; 14522080; Stadt Döbeln; 2830; Hermsdorf; aktuell
Landkreis Mittelsachsen; 14522080; Stadt Döbeln; 2831; Keuern; aktuell
Landkreis Mittelsachsen; 14522080; Stadt Döbeln; 2832; Kleinbauchlitz; aktuell
Landkreis Mittelsachsen; 14522080; Stadt Döbeln; 2833; Masten; aktuell
Landkreis Mittelsachsen; 14522080; Stadt Döbeln; 2834; Oberranschütz; aktuell
Landkreis Mittelsachsen; 14522080; Stadt Döbeln; 2835; Pommlitz; aktuell
Landkreis Mittelsachsen; 14522080; Stadt Döbeln; 2836; Sörmitz; aktuell
Landkreis Mittelsachsen; 14522080; Stadt Döbeln; 2837; Zschackwitz; aktuell
Landkreis Mittelsachsen; 14522080; Stadt Döbeln; 2838; Zschäschütz; aktuell
Landkreis Mittelsachsen; 14522080; Stadt Döbeln; 2845; Ebersbach; aktuell
Landkreis Mittelsachsen; 14522080; Stadt Döbeln; 2846; Mannsdorf; aktuell
Landkreis Mittelsachsen; 14522080; Stadt Döbeln; 2847; Neudorf; aktuell
Landkreis Mittelsachsen; 14522080; Stadt Döbeln; 2902; Dreißig; aktuell
Landkreis Mittelsachsen; 14522080; Stadt Döbeln; 2903; Kleinmockritz; aktuell
Landkreis Mittelsachsen; 14522080; Stadt Döbeln; 2904; Leschen; aktuell
Landkreis Mittelsachsen; 14522080; Stadt Döbeln; 2905; Lüttewitz b. Dreißig; aktuell
Landkreis Mittelsachsen; 14522080; Stadt Döbeln; 2906; Maltitz; aktuell
Landkreis Mittelsachsen; 14522080; Stadt Döbeln; 2907; Markritz; aktuell
Landkreis Mittelsachsen; 14522080; Stadt Döbeln; 2908; Petersberg; aktuell
Landkreis Mittelsachsen; 14522080; Stadt Döbeln; 2909; Prüfern; aktuell
Landkreis Mittelsachsen; 14522080; Stadt Döbeln; 2912; Mochau; aktuell
Landkreis Mittelsachsen; 14522080; Stadt Döbeln; 2913; Großsteinbach; aktuell
Landkreis Mittelsachsen; 14522080; Stadt Döbeln; 2914; Präbschütz; aktuell
Landkreis Mittelsachsen; 14522080; Stadt Döbeln; 2915; Schallhausen; aktuell
Landkreis Mittelsachsen; 14522080; Stadt Döbeln; 2916; Simselwitz; aktuell
Landkreis Mittelsachsen; 14522080; Stadt Döbeln; 2972; Technitz; aktuell
Landkreis Mittelsachsen; 14522080; Stadt Döbeln; 2973; Miera; aktuell
Landkreis Mittelsachsen; 14522080; Stadt Döbeln; 2974; Möckwitz; aktuell
Landkreis Mittelsachsen; 14522080; Stadt Döbeln; 2975; Nöthschütz; aktuell
Landkreis Mittelsachsen; 14522080; Stadt Döbeln; 2976; Töpeln; aktuell
Landkreis Mittelsachsen; 14522080; Stadt Döbeln; 2977; Pischwitz; aktuell
Landkreis Mittelsachsen; 14522080; Stadt Döbeln; 2978; Wöllsdorf; aktuell
Landkreis Mittelsachsen; 14522080; Stadt Döbeln; 2988; Ziegra; aktuell
Landkreis Mittelsachsen; 14522080; Stadt Döbeln; 2989; Forchheim; aktuell
Landkreis Mittelsachsen; 14522080; Stadt Döbeln; 2990; Limmritz; aktuell
Landkreis Mittelsachsen; 14522080; Stadt Döbeln; 2993; Stockhausen; aktuell
Landkreis Mittelsachsen; 14522140; Stadt Flöha; 3511; Falkenau; aktuell
Landkreis Mittelsachsen; 14522140; Stadt Flöha; 3512; Flöha; aktuell
Landkreis Mittelsachsen; 14522140; Stadt Flöha; 3513; Plaue; aktuell
Landkreis Mittelsachsen; 14522140; Stadt Flöha; 3514; Gückelsberg; aktuell
Landkreis Mittelsachsen; 14522150; Stadt Frankenberg/Sa.; 3501; Altenhain; aktuell
Landkreis Mittelsachsen; 14522150; Stadt Frankenberg/Sa.; 3531; Mühlbach; aktuell
Landkreis Mittelsachsen; 14522150; Stadt Frankenberg/Sa.; 3532; Hausdorf; aktuell
Landkreis Mittelsachsen; 14522150; Stadt Frankenberg/Sa.; 4509; Dittersbach; aktuell
